ID,Nome,Sprite,Type1,Type2,HP,Attack,Defense,Special Attack,Special Defense,Speed
655,delphox,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/655.png,fire,psychic,75,69,72,114,100,104
656,froakie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/656.png,water,,41,56,40,62,44,71
657,frogadier,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/657.png,water,,54,63,52,83,56,97
658,greninja,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/658.png,water,dark,72,95,67,103,71,122
659,bunnelby,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/659.png,normal,,38,36,38,32,36,57
660,diggersby,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/660.png,normal,ground,85,56,77,50,77,78
661,fletchling,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/661.png,normal,flying,45,50,43,40,38,62
662,fletchinder,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/662.png,fire,flying,62,73,55,56,52,84
663,talonflame,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/663.png,fire,flying,78,81,71,74,69,126
664,scatterbug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/664.png,bug,,38,35,40,27,25,35
665,spewpa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/665.png,bug,,45,22,60,27,30,29
666,vivillon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/666.png,bug,flying,80,52,50,90,50,89
667,litleo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/667.png,fire,normal,62,50,58,73,54,72
668,pyroar-male,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/668.png,fire,normal,86,68,72,109,66,106
669,flabebe,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/669.png,fairy,,44,38,39,61,79,42
670,floette,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/670.png,fairy,,54,45,47,75,98,52
671,florges,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/671.png,fairy,,78,65,68,112,154,75
672,skiddo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/672.png,grass,,66,65,48,62,57,52
673,gogoat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/673.png,grass,,123,100,62,97,81,68
674,pancham,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/674.png,fighting,,67,82,62,46,48,43
675,pangoro,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/675.png,fighting,dark,95,124,78,69,71,58
676,furfrou,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/676.png,normal,,75,80,60,65,90,102
677,espurr,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/677.png,psychic,,62,48,54,63,60,68
678,meowstic-male,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/678.png,psychic,,74,48,76,83,81,104
679,honedge,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/679.png,steel,ghost,45,80,100,35,37,28
680,doublade,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/680.png,steel,ghost,59,110,150,45,49,35
681,aegislash-shield,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/681.png,steel,ghost,60,50,140,50,140,60
682,spritzee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/682.png,fairy,,78,52,60,63,65,23
683,aromatisse,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/683.png,fairy,,101,72,72,99,89,29
684,swirlix,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/684.png,fairy,,62,48,66,59,57,49
685,slurpuff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/685.png,fairy,,82,80,86,85,75,72
686,inkay,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/686.png,dark,psychic,53,54,53,37,46,45
687,malamar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/687.png,dark,psychic,86,92,88,68,75,73
688,binacle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/688.png,rock,water,42,52,67,39,56,50
689,barbaracle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/689.png,rock,water,72,105,115,54,86,68
690,skrelp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/690.png,poison,water,50,60,60,60,60,30
691,dragalge,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/691.png,poison,dragon,65,75,90,97,123,44
692,clauncher,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/692.png,water,,50,53,62,58,63,44
693,clawitzer,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/693.png,water,,71,73,88,120,89,59
694,helioptile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/694.png,electric,normal,44,38,33,61,43,70
695,heliolisk,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/695.png,electric,normal,62,55,52,109,94,109
696,tyrunt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/696.png,rock,dragon,58,89,77,45,45,48
697,tyrantrum,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/697.png,rock,dragon,82,121,119,69,59,71
698,amaura,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/698.png,rock,ice,77,59,50,67,63,46
699,aurorus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/699.png,rock,ice,123,77,72,99,92,58
700,sylveon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/700.png,fairy,,95,65,65,110,130,60
701,hawlucha,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/701.png,fighting,flying,78,92,75,74,63,118
702,dedenne,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/702.png,electric,fairy,67,58,57,81,67,101
703,carbink,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/703.png,rock,fairy,50,50,150,50,150,50
704,goomy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/704.png,dragon,,45,50,35,55,75,40
705,sliggoo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/705.png,dragon,,68,75,53,83,113,60
706,goodra,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/706.png,dragon,,90,100,70,110,150,80
707,klefki,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/707.png,steel,fairy,57,80,91,80,87,75
708,phantump,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/708.png,ghost,grass,43,70,48,50,60,38
709,trevenant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/709.png,ghost,grass,85,110,76,65,82,56
710,pumpkaboo-average,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/710.png,ghost,grass,49,66,70,44,55,51
711,gourgeist-average,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/711.png,ghost,grass,65,90,122,58,75,84
712,bergmite,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/712.png,ice,,55,69,85,32,35,28
713,avalugg,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/713.png,ice,,95,117,184,44,46,28
714,noibat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/714.png,flying,dragon,40,30,35,45,40,55
715,noivern,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/715.png,flying,dragon,85,70,80,97,80,123
716,xerneas,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/716.png,fairy,,126,131,95,131,98,99
717,yveltal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/717.png,dark,flying,126,131,95,131,98,99
718,zygarde-50,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/718.png,dragon,ground,108,100,121,81,95,95
719,diancie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/719.png,rock,fairy,50,100,150,100,150,50
720,hoopa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/720.png,psychic,ghost,80,110,60,150,130,70
721,volcanion,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/721.png,fire,water,80,110,120,130,90,70
722,rowlet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/722.png,grass,flying,68,55,55,50,50,42
723,dartrix,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/723.png,grass,flying,78,75,75,70,70,52
724,decidueye,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/724.png,grass,ghost,78,107,75,100,100,70
725,litten,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/725.png,fire,,45,65,40,60,40,70
726,torracat,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/726.png,fire,,65,85,50,80,50,90
727,incineroar,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/727.png,fire,dark,95,115,90,80,90,60
728,popplio,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/728.png,water,,50,54,54,66,56,40
729,brionne,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/729.png,water,,60,69,69,91,81,50
730,primarina,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/730.png,water,fairy,80,74,74,126,116,60
731,pikipek,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/731.png,normal,flying,35,75,30,30,30,65
732,trumbeak,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/732.png,normal,flying,55,85,50,40,50,75
733,toucannon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/733.png,normal,flying,80,120,75,75,75,60
734,yungoos,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/734.png,normal,,48,70,30,30,30,45
735,gumshoos,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/735.png,normal,,88,110,60,55,60,45
736,grubbin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/736.png,bug,,47,62,45,55,45,46
737,charjabug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/737.png,bug,electric,57,82,95,55,75,36
738,vikavolt,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/738.png,bug,electric,77,70,90,145,75,43
739,crabrawler,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/739.png,fighting,,47,82,57,42,47,63
740,crabominable,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/740.png,fighting,ice,97,132,77,62,67,43
741,oricorio-baile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/741.png,fire,flying,75,70,70,98,70,93
742,cutiefly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/742.png,bug,fairy,40,45,40,55,40,84
743,ribombee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/743.png,bug,fairy,60,55,60,95,70,124
744,rockruff,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/744.png,rock,,45,65,40,30,40,60
745,lycanroc-midday,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/745.png,rock,,75,115,65,55,65,112
746,wishiwashi-solo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/746.png,water,,45,20,20,25,25,40
747,mareanie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/747.png,poison,water,50,53,62,43,52,45
748,toxapex,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/748.png,poison,water,50,63,152,53,142,35
749,mudbray,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/749.png,ground,,70,100,70,45,55,45
750,mudsdale,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/750.png,ground,,100,125,100,55,85,35
751,dewpider,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/751.png,water,bug,38,40,52,40,72,27
752,araquanid,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/752.png,water,bug,68,70,92,50,132,42
753,fomantis,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/753.png,grass,,40,55,35,50,35,35
754,lurantis,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/754.png,grass,,70,105,90,80,90,45
755,morelull,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/755.png,grass,fairy,40,35,55,65,75,15
756,shiinotic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/756.png,grass,fairy,60,45,80,90,100,30
757,salandit,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/757.png,poison,fire,48,44,40,71,40,77
758,salazzle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/758.png,poison,fire,68,64,60,111,60,117
759,stufful,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/759.png,normal,fighting,70,75,50,45,50,50
760,bewear,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/760.png,normal,fighting,120,125,80,55,60,60
761,bounsweet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/761.png,grass,,42,30,38,30,38,32
762,steenee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/762.png,grass,,52,40,48,40,48,62
763,tsareena,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/763.png,grass,,72,120,98,50,98,72
764,comfey,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/764.png,fairy,,51,52,90,82,110,100
765,oranguru,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/765.png,normal,psychic,90,60,80,90,110,60
766,passimian,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/766.png,fighting,,100,120,90,40,60,80
767,wimpod,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/767.png,bug,water,25,35,40,20,30,80
768,golisopod,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/768.png,bug,water,75,125,140,60,90,40
769,sandygast,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/769.png,ghost,ground,55,55,80,70,45,15
770,palossand,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/770.png,ghost,ground,85,75,110,100,75,35
771,pyukumuku,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/771.png,water,,55,60,130,30,130,5
772,type-null,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/772.png,normal,,95,95,95,95,95,59
773,silvally,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/773.png,normal,,95,95,95,95,95,95
774,minior-red-meteor,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/774.png,rock,flying,60,60,100,60,100,60
775,komala,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/775.png,normal,,65,115,65,75,95,65
776,turtonator,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/776.png,fire,dragon,60,78,135,91,85,36
777,togedemaru,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/777.png,electric,steel,65,98,63,40,73,96
778,mimikyu-disguised,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/778.png,ghost,fairy,55,90,80,50,105,96
779,bruxish,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/779.png,water,psychic,68,105,70,70,70,92
780,drampa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/780.png,normal,dragon,78,60,85,135,91,36
781,dhelmise,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/781.png,ghost,grass,70,131,100,86,90,40
782,jangmo-o,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/782.png,dragon,,45,55,65,45,45,45
783,hakamo-o,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/783.png,dragon,fighting,55,75,90,65,70,65
784,kommo-o,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/784.png,dragon,fighting,75,110,125,100,105,85
785,tapu-koko,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/785.png,electric,fairy,70,115,85,95,75,130
786,tapu-lele,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/786.png,psychic,fairy,70,85,75,130,115,95
787,tapu-bulu,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/787.png,grass,fairy,70,130,115,85,95,75
788,tapu-fini,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/788.png,water,fairy,70,75,115,95,130,85
789,cosmog,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/789.png,psychic,,43,29,31,29,31,37
790,cosmoem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/790.png,psychic,,43,29,131,29,131,37
791,solgaleo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/791.png,psychic,steel,137,137,107,113,89,97
792,lunala,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/792.png,psychic,ghost,137,113,89,137,107,97
793,nihilego,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/793.png,rock,poison,109,53,47,127,131,103
794,buzzwole,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/794.png,bug,fighting,107,139,139,53,53,79
795,pheromosa,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/795.png,bug,fighting,71,137,37,137,37,151
796,xurkitree,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/796.png,electric,,83,89,71,173,71,83
797,celesteela,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/797.png,steel,flying,97,101,103,107,101,61
798,kartana,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/798.png,grass,steel,59,181,131,59,31,109
799,guzzlord,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/799.png,dark,dragon,223,101,53,97,53,43
800,necrozma,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/800.png,psychic,,97,107,101,127,89,79
801,magearna,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/801.png,steel,fairy,80,95,115,130,115,65
802,marshadow,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/802.png,fighting,ghost,90,125,80,90,90,125
803,poipole,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/803.png,poison,,67,73,67,73,67,73
804,naganadel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/804.png,poison,dragon,73,73,73,127,73,121
805,stakataka,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/805.png,rock,steel,61,131,211,53,101,13
806,blacephalon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/806.png,fire,ghost,53,127,53,151,79,107
807,zeraora,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/807.png,electric,,88,112,75,102,80,143
808,meltan,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/808.png,steel,,46,65,65,55,35,34
809,melmetal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/809.png,steel,,135,143,143,80,65,34
810,grookey,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/810.png,grass,,50,65,50,40,40,65
811,thwackey,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/811.png,grass,,70,85,70,55,60,80
812,rillaboom,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/812.png,grass,,100,125,90,60,70,85
813,scorbunny,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/813.png,fire,,50,71,40,40,40,69
814,raboot,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/814.png,fire,,65,86,60,55,60,94
815,cinderace,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/815.png,fire,,80,116,75,65,75,119
816,sobble,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/816.png,water,,50,40,40,70,40,70
817,drizzile,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/817.png,water,,65,60,55,95,55,90
818,inteleon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/818.png,water,,70,85,65,125,65,120
819,skwovet,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/819.png,normal,,70,55,55,35,35,25
820,greedent,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/820.png,normal,,120,95,95,55,75,20
821,rookidee,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/821.png,flying,,38,47,35,33,35,57
822,corvisquire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/822.png,flying,,68,67,55,43,55,77
823,corviknight,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/823.png,flying,steel,98,87,105,53,85,67
824,blipbug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/824.png,bug,,25,20,20,25,45,45
825,dottler,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/825.png,bug,psychic,50,35,80,50,90,30
826,orbeetle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/826.png,bug,psychic,60,45,110,80,120,90
827,nickit,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/827.png,dark,,40,28,28,47,52,50
828,thievul,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/828.png,dark,,70,58,58,87,92,90
829,gossifleur,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/829.png,grass,,40,40,60,40,60,10
830,eldegoss,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/830.png,grass,,60,50,90,80,120,60
831,wooloo,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/831.png,normal,,42,40,55,40,45,48
832,dubwool,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/832.png,normal,,72,80,100,60,90,88
833,chewtle,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/833.png,water,,50,64,50,38,38,44
834,drednaw,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/834.png,water,rock,90,115,90,48,68,74
835,yamper,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/835.png,electric,,59,45,50,40,50,26
836,boltund,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/836.png,electric,,69,90,60,90,60,121
837,rolycoly,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/837.png,rock,,30,40,50,40,50,30
838,carkol,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/838.png,rock,fire,80,60,90,60,70,50
839,coalossal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/839.png,rock,fire,110,80,120,80,90,30
840,applin,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/840.png,grass,dragon,40,40,80,40,40,20
841,flapple,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/841.png,grass,dragon,70,110,80,95,60,70
842,appletun,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/842.png,grass,dragon,110,85,80,100,80,30
843,silicobra,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/843.png,ground,,52,57,75,35,50,46
844,sandaconda,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/844.png,ground,,72,107,125,65,70,71
845,cramorant,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/845.png,flying,water,70,85,55,85,95,85
846,arrokuda,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/846.png,water,,41,63,40,40,30,66
847,barraskewda,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/847.png,water,,61,123,60,60,50,136
848,toxel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/848.png,electric,poison,40,38,35,54,35,40
849,toxtricity-amped,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/849.png,electric,poison,75,98,70,114,70,75
850,sizzlipede,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/850.png,fire,bug,50,65,45,50,50,45
851,centiskorch,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/851.png,fire,bug,100,115,65,90,90,65
852,clobbopus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/852.png,fighting,,50,68,60,50,50,32
853,grapploct,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/853.png,fighting,,80,118,90,70,80,42
854,sinistea,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/854.png,ghost,,40,45,45,74,54,50
855,polteageist,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/855.png,ghost,,60,65,65,134,114,70
856,hatenna,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/856.png,psychic,,42,30,45,56,53,39
857,hattrem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/857.png,psychic,,57,40,65,86,73,49
858,hatterene,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/858.png,psychic,fairy,57,90,95,136,103,29
859,impidimp,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/859.png,dark,fairy,45,45,30,55,40,50
860,morgrem,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/860.png,dark,fairy,65,60,45,75,55,70
861,grimmsnarl,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/861.png,dark,fairy,95,120,65,95,75,60
862,obstagoon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/862.png,dark,normal,93,90,101,60,81,95
863,perrserker,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/863.png,steel,,70,110,100,50,60,50
864,cursola,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/864.png,ghost,,60,95,50,145,130,30
865,sirfetchd,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/865.png,fighting,,62,135,95,68,82,65
866,mr-rime,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/866.png,ice,psychic,80,85,75,110,100,70
867,runerigus,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/867.png,ground,ghost,58,95,145,50,105,30
868,milcery,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/868.png,fairy,,45,40,40,50,61,34
869,alcremie,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/869.png,fairy,,65,60,75,110,121,64
