Nome,Type,Tipo de dano,Accuracy,Power,PP,Prioridade,Descrição p,Descrição c,Chance de efeito,Efeito,Chance de Crit,Drain,Flinch,Healing,Min attacks,Max attacks,Min Turns,Max Turns,Chance stat,Mudanca de stat,Qnt de Mudança de stat
thousand-arrows,ground,physical,100.0,90.0,10.0,0,"Grounds the target, and hits even Flying-type or levitating Pokémon.",Inflicts regular damage.  Grounds the target until it leaves battle.  Ignores levitation effects and the immunity of flying-type Pokémon.,100.0,unknown,0,0,0,0,,,,,0,[''],[0]
thousand-waves,ground,physical,100.0,90.0,10.0,0,Prevents the target from leaving battle.,Inflicts regular damage.  Traps the target.,,none,0,0,0,0,,,,,0,[''],[0]
lands-wrath,ground,physical,100.0,90.0,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
light-of-ruin,fairy,special,90.0,140.0,5.0,0,User receives 1/2 the damage inflicted in recoil.,Inflicts regular damage.  User takes 1/2 the damage it inflicts in recoil.,,none,0,-50,0,0,,,,,0,[''],[0]
origin-pulse,water,special,85.0,110.0,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
precipice-blades,ground,physical,85.0,120.0,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
dragon-ascent,flying,physical,100.0,120.0,5.0,0,Lowers the user’s Defense and Special Defense by one stage after inflicting damage.,"Inflicts regular damage, then lowers the user’s Defense and Special Defense by one stage each.",100.0,none,0,0,0,0,,,,,100,"['defense', 'special-defense']","[-1, -1]"
hyperspace-fury,dark,physical,,100.0,5.0,0,Ignores and destroys protection effects.,Inflicts regular damage.  Bypasses and removes any protection effect on the target.,100.0,none,0,0,0,0,,,,,100,['defense'],[-1]
breakneck-blitz--physical,normal,physical,,,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
breakneck-blitz--special,normal,special,,,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
all-out-pummeling--physical,fighting,physical,,,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
all-out-pummeling--special,fighting,special,,,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
supersonic-skystrike--physical,flying,physical,,,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
supersonic-skystrike--special,flying,special,,,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
acid-downpour--physical,poison,physical,,,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
acid-downpour--special,poison,special,,,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
tectonic-rage--physical,ground,physical,,,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
tectonic-rage--special,ground,special,,,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
continental-crush--physical,rock,physical,,,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
continental-crush--special,rock,special,,,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
savage-spin-out--physical,bug,physical,,,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
savage-spin-out--special,bug,special,,,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
never-ending-nightmare--physical,ghost,physical,,,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
never-ending-nightmare--special,ghost,special,,,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
corkscrew-crash--physical,steel,physical,,,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
corkscrew-crash--special,steel,special,,,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
inferno-overdrive--physical,fire,physical,,,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
inferno-overdrive--special,fire,special,,,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
hydro-vortex--physical,water,physical,,,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
hydro-vortex--special,water,special,,,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
bloom-doom--physical,grass,physical,,,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
bloom-doom--special,grass,special,,,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
gigavolt-havoc--physical,electric,physical,,,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
gigavolt-havoc--special,electric,special,,,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
shattered-psyche--physical,psychic,physical,,,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
shattered-psyche--special,psychic,special,,,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
subzero-slammer--physical,ice,physical,,,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
subzero-slammer--special,ice,special,,,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
devastating-drake--physical,dragon,physical,,,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
devastating-drake--special,dragon,special,,,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
black-hole-eclipse--physical,dark,physical,,,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
black-hole-eclipse--special,dark,special,,,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
twinkle-tackle--physical,fairy,physical,,,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
twinkle-tackle--special,fairy,special,,,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
catastropika,electric,physical,,210.0,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
shore-up,ground,status,,,5.0,0,"Heals the user for ½ its max HP, or ⅔ during a sandstorm.","Heals the user for ½ its max HP.  During a sandstorm, the healing is increased to ⅔.",,none,0,0,0,50,,,,,0,[''],[0]
first-impression,bug,physical,100.0,90.0,10.0,2,Can only be used as the first move after the user enters battle.,Inflicts regular damage. Can only be used on the user’s first turn after entering the field.,,none,0,0,0,0,,,,,0,[''],[0]
baneful-bunker,poison,status,,,10.0,4,Grants the user protection for the rest of the turn and poisons any Pokémon that tries to use a contact move on it.,"Grants the user protection for the rest of the turn.  If a Pokémon attempts to use a move that makes contact with the user, that Pokémon will be poisoned.  This move’s chance of success halves every time it’s used consecutively with any other protection move.",,none,0,0,0,0,,,,,0,[''],[0]
spirit-shackle,ghost,physical,100.0,80.0,10.0,0,Traps the target.,Inflicts regular damage.  Traps the target.,,none,0,0,0,0,,,,,0,[''],[0]
darkest-lariat,dark,physical,100.0,85.0,10.0,0,Ignores the target’s stat modifiers.,"Inflicts regular damage.  Damage calculation ignores the target’s stat modifiers, including evasion.",,none,0,0,0,0,,,,,0,[''],[0]
sparkling-aria,water,special,100.0,90.0,10.0,0,Cures the target of burns.,"Inflicts regular damage.  If the target has a burn and takes damage from this move, its burn is healed.",,none,0,0,0,0,,,,,0,[''],[0]
ice-hammer,ice,physical,90.0,100.0,10.0,0,Lowers user’s Speed by one stage.,"Inflicts regular damage, then lowers the user’s Speed by one stage.",100.0,none,0,0,0,0,,,,,100,['speed'],[-1]
floral-healing,fairy,status,,,10.0,0,"Heals the target for ½ its max HP, or ⅔ on Grassy Terrain.","Heals the target for ½ its max HP.  If grassy terrain is in effect, heals for ⅔ instead.",,none,0,0,0,50,,,,,0,[''],[0]
high-horsepower,ground,physical,95.0,95.0,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
strength-sap,grass,status,100.0,,10.0,0,Heals the user by the target’s current Attack stat and lowers the target’s Attack by one stage.,"Lowers the target’s Attack by one stage.  Heals the user by the target’s current Attack, including modifiers, but not including this move’s Attack-lowering effect.

If the target’s Attack is already at -6, this move will fail.  In any other situation that would prevent a stat modification, the healing will still succeed.",100.0,none,0,0,0,0,,,,,100,['attack'],[-1]
solar-blade,grass,physical,100.0,125.0,10.0,0,Requires a turn to charge before attacking.,"Inflicts regular damage.  User charges for one turn before attacking.

During sunny day, the charge turn is skipped.

During hail, rain dance, or sandstorm, power is halved.

This move cannot be selected by sleep talk.",,none,0,0,0,0,,,,,0,[''],[0]
leafage,grass,physical,100.0,40.0,40.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
spotlight,normal,status,,,15.0,3,Forces the target’s opponents to aim at the target for the rest of the turn.,"For the duration of the turn, if the target is also a valid target for a move used by one of its opponents, that move will target it instead.",,none,0,0,0,0,,,,,0,[''],[0]
toxic-thread,poison,status,100.0,,20.0,0,Poisons the target and lowers its Speed by one stage.,Poisons the target and lowers its Speed by one stage.,100.0,poison,0,0,0,0,,,,,100,['speed'],[-1]
laser-focus,normal,status,,,30.0,0,Guarantees a critical hit with the user’s next move.,The user’s next move will result in a critical hit.,,none,0,0,0,0,,,,,0,[''],[0]
gear-up,steel,status,,,20.0,0,Raises the Attack and Special Attack of all friendly Pokémon with plus or minus by one stage.,Raises the Attack and Special Attack of all friendly Pokémon with plus or minus by one stage.,,none,0,0,0,0,,,,,0,"['attack', 'special-attack']","[1, 1]"
throat-chop,dark,physical,100.0,80.0,15.0,0,Prevents the target from using sound-based moves for two turns.,"Inflicts regular damage.  Silences the target for two turns, preventing it from using any sound-based moves.",100.0,silence,0,0,0,0,,,2.0,2.0,0,[''],[0]
pollen-puff,bug,special,100.0,90.0,15.0,0,"Damages opponents, but heals allies for 50% of their max HP.","If the target is an opponent, inflicts regular damage.  If the target is an ally, heals the target for 50% of its max HP.",,none,0,0,0,0,,,,,0,[''],[0]
anchor-shot,steel,physical,100.0,80.0,20.0,0,Traps the target.,Inflicts regular damage.  Traps the target.,,none,0,0,0,0,,,,,0,[''],[0]
psychic-terrain,psychic,status,,,10.0,0,Protects Pokémon on the ground from priority moves and increases the power of their  Psychic moves by 50%.,"Changes the terrain to Psychic Terrain for 5 turns.  Overrides electric terrain, grassy terrain, and misty terrain.

All Pokémon on the ground are immune to moves with priority greater than 0.  (Moves that target the field rather than individual Pokémon, such as spikes, are not affected.)  Additionally, when a Pokémon on the ground uses a psychic-type move, that move’s power is increased to 1.5×.

If a Pokémon is holding a Terrain Extender when creating Psychic Terrain (by any means), the effect lasts for 8 turns instead of 5.",,none,0,0,0,0,,,,,0,[''],[0]
lunge,bug,physical,100.0,80.0,15.0,0,Lowers the target’s Attack by one stage after inflicting damage.,Inflicts regular damage.  Lowers the target’s Attack by one stage.,100.0,none,0,0,0,0,,,,,100,['attack'],[-1]
fire-lash,fire,physical,100.0,80.0,15.0,0,Lowers the target’s Defense by one stage after inflicting damage.,Inflicts regular damage.  Lowers the target’s Defense by one stage.,100.0,none,0,0,0,0,,,,,100,['defense'],[-1]
power-trip,dark,physical,100.0,20.0,10.0,0,"Power is higher the more the user’s stats have been raised, to a maximum of 31×.","Inflicts regular damage.  Power is increased by 100% its original value for every stage any of the user’s stats have been raised.  Accuracy, evasion, and lowered stats do not affect this move’s power.  For a Pokémon with all five stats modified to +6, this move’s power is 31×.",,none,0,0,0,0,,,,,0,[''],[0]
burn-up,fire,special,100.0,130.0,5.0,0,Removes the user’s fire type after inflicting damage.,"Inflicts regular damage.  Removes the user’s fire type after damage calculation.  If the user is not fire-type, this move will fail.",,none,0,0,0,0,,,,,0,[''],[0]
speed-swap,psychic,status,,,10.0,0,Exchanges the user’s Speed with the target’s.,Exchanges the original Speed stats of the user and target.,,none,0,0,0,0,,,,,0,[''],[0]
smart-strike,steel,physical,,70.0,10.0,0,Never misses.,Inflicts regular damage.  Ignores accuracy and evasion modifiers.,,none,0,0,0,0,,,,,0,[''],[0]
purify,poison,status,,,20.0,0,Cures the target of a major status ailment and heals the user for 50% of its max HP.,"Cures the target of its major status ailment and heals the user for 50% of its max HP.  If the target has no major status ailment, this move will fail.",,none,0,0,0,50,,,,,0,[''],[0]
revelation-dance,normal,special,100.0,90.0,15.0,0,Has the same type as the user.,"Inflicts regular damage.  This move’s type matches the user’s first type, if any; otherwise, it’s typeless.",,none,0,0,0,0,,,,,0,[''],[0]
core-enforcer,dragon,special,100.0,100.0,10.0,0,Nullifies the target’s ability if it moves earlier.,"Inflicts regular damage.  If the target has already moved this turn, its ability is nullified.",,none,0,0,0,0,,,,,0,[''],[0]
trop-kick,grass,physical,100.0,70.0,15.0,0,Lowers the target’s Attack by one stage after inflicting damage.,Inflicts regular damage.  Lowers the target’s Attack by one stage.,100.0,none,0,0,0,0,,,,,100,['attack'],[-1]
instruct,psychic,status,,,15.0,0,Forces the target to repeat its last used move.,"The target immediately uses its most recently-used move.  This is independent of the target’s normal action for the turn (i.e., it may end up moving twice), but otherwise functions as usual, including deduction of PP.  This effect works for disabled moves and ignores torment.",,none,0,0,0,0,,,,,0,[''],[0]
beak-blast,flying,physical,100.0,100.0,15.0,-3,Inflicts a burn on any Pokémon that makes contact before the attack.,"Begins charging at the start of the turn, then attacks as normal.  Any Pokémon that makes contact with the user while charging is burned.  The charging is not affected by accuracy, sleep, paralysis, or any other effect that would interfere with a move.",,none,0,0,0,0,,,,,0,[''],[0]
clanging-scales,dragon,special,100.0,110.0,5.0,0,Lowers the user’s Defense by one stage after inflicting damage.,Inflicts regular damage.  Lowers the user’s Defense by one stage.,100.0,none,0,0,0,0,,,,,100,['defense'],[-1]
dragon-hammer,dragon,physical,100.0,90.0,15.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
brutal-swing,dark,physical,100.0,60.0,20.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
aurora-veil,ice,status,,,20.0,0,"Reduces damage five turns, but must be used during hail.","Places the Aurora Veil effect on the user’s side of the field for the next 5 turns.  If the weather is not hail, or the weather is disabled by the effects of cloud nine or air lock, this move will fail.

Any regular damage dealt to an affected Pokémon is reduced by ½.  (If there are multiple Pokémon on the affected field, the reduction is ⅓.)",,none,0,0,0,0,,,,,0,[''],[0]
sinister-arrow-raid,ghost,physical,,180.0,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
malicious-moonsault,dark,physical,,180.0,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
oceanic-operetta,water,special,,195.0,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
guardian-of-alola,fairy,special,,,1.0,0,Damages the target for 75% of its remaining HP.,Inflicts direct damage equal to ¾ of the target’s remaining HP.,,none,0,0,0,0,,,,,0,[''],[0]
soul-stealing-7-star-strike,ghost,physical,,195.0,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
stoked-sparksurfer,electric,special,,175.0,1.0,0,Has a $effect_chance% chance to paralyze the target.,Inflicts regular damage.  Has a $effect_chance% chance to paralyze the target.,100.0,paralysis,0,0,0,0,,,,,0,[''],[0]
pulverizing-pancake,normal,physical,,210.0,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
extreme-evoboost,normal,status,,,1.0,0,Raises all of the user’s stats by two stages.,"Raises the user’s Attack, Defense, Special Attack, Special Defense, and Speed by two stages each.",100.0,none,0,0,0,0,,,,,100,"['attack', 'defense', 'special-attack', 'special-defense', 'speed']","[2, 2, 2, 2, 2]"
genesis-supernova,psychic,special,,185.0,1.0,0,Changes the terrain to Psychic Terrain after inflicting damage.,"Inflicts regular damage, then (if successful) changes the terrain to psychic terrain.",,none,0,0,0,0,,,,,0,[''],[0]
shell-trap,fire,special,100.0,150.0,5.0,-3,Only inflicts damage if the user was hit by a physical move this turn.,"Inflicts regular damage.  If the user was not yet hit by an opponent’s physical move this turn, this move will fail.",,none,0,0,0,0,,,,,0,[''],[0]
fleur-cannon,fairy,special,90.0,130.0,5.0,0,Lowers the user’s Special Attack by two stages after inflicting damage.,"Inflicts regular damage, then lowers the user’s Special Attack by two stages.",100.0,none,0,0,0,0,,,,,100,['special-attack'],[-2]
psychic-fangs,psychic,physical,100.0,85.0,10.0,0,Destroys Reflect and Light Screen.,"Destroys any light screen or reflect on the target’s side of the field, then inflicts regular damage.",,none,0,0,0,0,,,,,0,[''],[0]
stomping-tantrum,ground,physical,100.0,75.0,10.0,0,Has double power if the user’s last move failed.,"Inflicts regular damage.  Power is doubled if the user’s last move failed for any reason (i.e., produced the message ""But it failed!"") or was ineffective due to types.",,none,0,0,0,0,,,,,0,[''],[0]
shadow-bone,ghost,physical,100.0,85.0,10.0,0,Has a $effect_chance% chance to lower the target’s Defense by one stage.,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Defense by one stage.,20.0,none,0,0,0,0,,,,,20,['defense'],[-1]
accelerock,rock,physical,100.0,40.0,20.0,1,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
liquidation,water,physical,100.0,85.0,10.0,0,Has a $effect_chance% chance to lower the target’s Defense by one stage.,Inflicts regular damage.  Has a $effect_chance% chance to lower the target’s Defense by one stage.,20.0,none,0,0,0,0,,,,,20,['defense'],[-1]
prismatic-laser,psychic,special,100.0,160.0,10.0,0,User foregoes its next turn to recharge.,"Inflicts regular damage.  User loses its next turn to ""recharge"", and cannot attack or switch out during that turn.",,none,0,0,0,0,,,,,0,[''],[0]
spectral-thief,ghost,physical,100.0,90.0,10.0,0,"Steals the target’s stat increases, then inflicts damage.","Steals the target’s stat increases, then inflicts regular damage.  Will not steal stat increases that would put any of the user’s stats at more than +6; any excess is left on the target.  Stolen increases are affected by abilities as normal.",,none,0,0,0,0,,,,,0,[''],[0]
sunsteel-strike,steel,physical,100.0,100.0,5.0,0,Cannot be disrupted by abilities.,"Inflicts regular damage.  Other Pokémon’s abilities cannot activate in response to this move.  In particular, it hits through disguise",,none,0,0,0,0,,,,,0,[''],[0]
moongeist-beam,ghost,special,100.0,100.0,5.0,0,Cannot be disrupted by abilities.,"Inflicts regular damage.  Other Pokémon’s abilities cannot activate in response to this move.  In particular, it hits through disguise",,none,0,0,0,0,,,,,0,[''],[0]
tearful-look,normal,status,,,20.0,0,Lowers the target’s Attack and Special Attack by one stage.,Lowers the target’s Attack and Special Attack by one stage each.,100.0,none,0,0,0,0,,,,,100,"['attack', 'special-attack']","[-1, -1]"
zing-zap,electric,physical,100.0,80.0,10.0,0,Has a $effect_chance% chance to make the target flinch.,Inflicts regular damage.  Has a $effect_chance% chance to make the target flinch.,30.0,none,0,0,30,0,,,,,0,[''],[0]
natures-madness,fairy,special,90.0,,10.0,0,Inflicts damage equal to half the target’s HP.,Inflicts typeless damage equal to half the target’s remaining HP.,,none,0,0,0,0,,,,,0,[''],[0]
multi-attack,normal,physical,100.0,120.0,10.0,0,"If the user is holding a appropriate plate or drive, the damage inflicted will match it.","Inflicts regular damage.  If the user is holding a plate or a drive, this move’s type is the type corresponding to that item.

Note: This effect is technically shared by both techno blast and judgment; however, Techno Blast is only affected by drives, and Judgment is only affected by plates.",,none,0,0,0,0,,,,,0,[''],[0]
10-000-000-volt-thunderbolt,electric,special,,195.0,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,2,0,0,0,,,,,0,[''],[0]
mind-blown,fire,special,100.0,150.0,5.0,0,"Inflicts damage, and the user takes damage equal to half of its max HP, rounded up.","Inflicts damage, and the user takes damage equal to half of its max HP, rounded up. The user still takes damage if the move is blocked by Protect or Substitute, misses, or if the target has Flash Fire.",,none,0,0,0,0,,,,,0,[''],[0]
plasma-fists,electric,physical,100.0,100.0,15.0,0,"After inflicting damage, causes all Normal-type moves to become Electric-type for the remainder of the turn.","After inflicting damage, all Normal-type moves become Electric-type for the remainder of the turn, including status moves. This effect is applied after move type-changing abilities, such as Pixilate and Normalize.",,none,0,0,0,0,,,,,0,[''],[0]
photon-geyser,psychic,special,100.0,100.0,5.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
light-that-burns-the-sky,psychic,special,,200.0,1.0,0,"Inflicts damage using either Attack or Special Attack stat, whichever is higher.","Inflicts damage using either Attack or Special Attack stat, whichever is higher. Determining which stat is used takes into account stat changes but not held items or abilities.",,none,0,0,0,0,,,,,0,[''],[0]
searing-sunraze-smash,steel,physical,,200.0,1.0,0,Cannot be disrupted by abilities.,"Inflicts regular damage.  Other Pokémon’s abilities cannot activate in response to this move.  In particular, it hits through disguise",,none,0,0,0,0,,,,,0,[''],[0]
menacing-moonraze-maelstrom,ghost,special,,200.0,1.0,0,Cannot be disrupted by abilities.,"Inflicts regular damage.  Other Pokémon’s abilities cannot activate in response to this move.  In particular, it hits through disguise",,none,0,0,0,0,,,,,0,[''],[0]
lets-snuggle-forever,fairy,physical,,190.0,1.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
splintered-stormshards,rock,physical,,190.0,1.0,0,Inflicts damage and removes any terrain present on the battlefield.,Inflicts damage and removes any terrain present on the battlefield.,,none,0,0,0,0,,,,,0,[''],[0]
clangorous-soulblaze,dragon,special,,185.0,1.0,0,"Inflicts damage to all opposing Pokémon and increases the user’s Attack, Defense, Special Attack, Special Defense, and Speed by one stage each.","Inflicts sound-based damage to all opposing Pokémon and increases the user’s Attack, Defense, Special Attack, Special Defense, and Speed by one stage each. The user’s stats are not raised if the move fails to damage any opposing Pokémon.",100.0,none,0,0,0,0,,,,,100,"['attack', 'defense', 'special-attack', 'special-defense', 'speed']","[1, 1, 1, 1, 1]"
zippy-zap,electric,physical,100.0,80.0,10.0,2,Inflicts regular damage with no additional effect.,Inflicts regular damage.,100.0,none,0,0,0,0,,,,,100,['evasion'],[1]
splishy-splash,water,special,100.0,90.0,15.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,30.0,paralysis,0,0,0,0,,,,,0,[''],[0]
floaty-fall,flying,physical,95.0,90.0,15.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,30.0,none,0,0,30,0,,,,,0,[''],[0]
pika-papow,electric,special,,,20.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
bouncy-bubble,water,special,100.0,60.0,20.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,100,0,0,,,,,0,[''],[0]
buzzy-buzz,electric,special,100.0,60.0,20.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,100.0,paralysis,0,0,0,0,,,,,0,[''],[0]
sizzly-slide,fire,physical,100.0,60.0,20.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,100.0,burn,0,0,0,0,,,,,0,[''],[0]
glitzy-glow,psychic,special,95.0,80.0,15.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
baddy-bad,dark,special,95.0,80.0,15.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
sappy-seed,grass,physical,90.0,100.0,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,100.0,leech-seed,0,0,0,0,,,,,0,[''],[0]
freezy-frost,ice,special,90.0,100.0,10.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
sparkly-swirl,fairy,special,85.0,120.0,5.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
veevee-volley,normal,physical,,,20.0,0,Inflicts regular damage with no additional effect.,Inflicts regular damage.,,none,0,0,0,0,,,,,0,[''],[0]
double-iron-bash,steel,physical,100.0,60.0,5.0,0,Hits twice in one turn.,Inflicts regular damage.  Hits twice in one turn.,30.0,none,0,0,30,0,2.0,2.0,,,0,[''],[0]
max-guard,normal,status,,,10.0,4,Prevents any moves from hitting the user this turn.,"No moves will hit the user for the remainder of this turn.  If the user is last to act this turn, this move will fail.

If the user successfully used detect, endure, protect, quick guard, or wide guard on the last turn, this move has a 50% chance to fail.

lock on, mind reader, and no guard provide a (100 – accuracy)% chance for moves to break through this move.  This does not apply to one-hit KO moves (fissure, guillotine, horn drill, and sheer cold); those are always blocked by this move.

thunder during rain dance and blizzard during hail have a 30% chance to break through this move.

The following effects are not prevented by this move:

* acupressure from an ally
* curse’s curse effect
* Delayed damage from doom desire and future sight; however, these moves will be prevented if they are used this turn
* feint, which will also end this move’s protection after it hits
* imprison
* perish song
* shadow force
* Moves that merely copy the user, such as transform or psych up

This move cannot be selected by assist or metronome.",,none,0,0,0,0,,,,,0,[''],[0]
dynamax-cannon,dragon,special,100.0,100.0,5.0,0,Sets Light Screen on the user’s side of the field after inflicting damage.,"Inflicts regular damage, then (if successful) sets light screen on the user’s side of the field.",,none,0,0,0,0,,,,,0,[''],[0]
snipe-shot,water,special,100.0,80.0,15.0,0,Sets Reflect on the user’s side of the field after inflicting damage.,"Inflicts regular damage, then (if successful) sets reflect on the user’s side of the field.",,none,1,0,0,0,,,,,0,[''],[0]
jaw-lock,dark,physical,100.0,80.0,10.0,0,Seeds the target after inflicting damage.,"Inflicts regular damage, then (if successful) sets leech seed on the target.",,none,0,0,0,0,,,,,0,[''],[0]
stuff-cheeks,normal,status,,,10.0,0,Cures the entire party of major status effects after inflicting damage.,"Inflicts regular damage, then (if successful) removes major status effects from every Pokémon in the user’s party.",100.0,none,0,0,0,0,,,,,100,['defense'],[2]
no-retreat,fighting,status,,,5.0,0,"Hits twice in one turn, with a $effect_chance% chance to make the target flinch.","Inflicts regular damage.  Hits twice in one turn, with a $effect_chance% chance to make the target flinch.",100.0,none,0,0,0,0,,,,,100,"['attack', 'defense', 'special-attack', 'special-defense', 'speed']","[1, 1, 1, 1, 1]"
